id,commodity,condition,model,log_loss,AUC,WAIC,roc_auc,logk
JB,money,C,Hyperbolic,0.1333829795444379,0.9976811094198392,11.750434112545852,0.9744368686868684,-8.771621156392369
AF,music,F,Hyperbolic,0.4171352035029874,0.4749849448911727,32.87279852861936,0.8944297839506176,-2.3631392836740277
AT,food,F,Hyperbolic,0.38182037513932426,0.06433345102005426,30.769060492294557,0.7921597222222222,0.7761246863911945
SD,money,C,Hyperbolic,0.39526036474094306,0.9387059909517015,31.08384048020088,0.8882777777777778,-5.415788381897355
DG,music,C,Hyperbolic,0.39462553479314144,0.6487468104959299,31.638216399396445,0.9083262383900931,-3.1780650972597804
DN,food,F,Hyperbolic,0.17106567147130974,0.9946174283919392,15.255744222263546,0.9428478535353537,-7.925443066659532
SG,food,F,Hyperbolic,,0.9980541306683541,1.8761681797020344,,-8.947499620584905
JB,music,F,Hyperbolic,0.39106979914604256,0.07596191971738414,30.674388984949488,0.8992646103896107,0.5571497484825482
VS,money,F,Hyperbolic,0.34448584338592914,0.42259315583311874,27.178461754240033,0.9313157894736844,-2.113904297664423
CC,food,F,Hyperbolic,0.15005501670734694,0.0017045196317689412,12.32403439616595,0.3772196428571428,5.762810408158777
CL,food,F,Hyperbolic,0.4774954810476753,0.6063849072562907,37.63337649671712,0.8640615325077399,-2.974535368184609
SA,money,C,Hyperbolic,0.46437391563854147,0.2398487922682196,35.931091247046844,0.8600047619047623,-1.0989880443130855
GW,money,F,Hyperbolic,0.493371051697777,0.7344172316208357,38.22944951700814,0.8459796875000002,-3.622576318803645
RD,music,C,Hyperbolic,0.6338151377933203,0.9168342524323103,48.525903657882914,0.6802256944444444,-5.079204556934028
JSL,music,C,Hyperbolic,0.3836662062308494,0.5953757700160945,30.76307847884546,0.9121957031249999,-2.9226394359971244
JDA,music,C,Hyperbolic,0.35931714587631347,0.7689242753459606,26.496217031634544,0.9262373949579829,-3.822876635388078
DG,food,C,Hyperbolic,0.23704634387903661,0.9917936108062385,19.75950103463533,0.94940625,-7.49990544664402
