id,commodity,condition,model,log_loss,AUC,WAIC,roc_auc,logk,s
NG,food,F,ModifiedRachlin,0.2743676369306171,0.028164169564471438,23.286719549771007,0.9506045454545453,1.8782610572000298,0.9819866824307758
BD,music,C,ModifiedRachlin,0.34757020361862,0.2759211763434958,32.652510069882965,0.9228482142857143,-0.4588545995189052,0.5187744503596854
AF,music,C,ModifiedRachlin,0.5122621505758624,0.49828260702509886,40.31526353556754,0.8363503906249998,-2.3945987913472244,0.3330978791592957
BJ,music,C,ModifiedRachlin,0.3855053865377546,0.632494852032476,30.9160226325597,0.9066773809523813,-4.025689439635788,0.3457967799911904
MK,food,C,ModifiedRachlin,0.5031316420569586,0.6042086308121284,39.034717158435555,0.8087623839009288,-3.143437544609444,0.6517441264709253
JD,music,F,ModifiedRachlin,0.32361610311547495,0.6156855414824222,26.933532023255946,0.9352816406250001,-3.7120961423007794,0.37513122006047667
CV,food,C,ModifiedRachlin,0.18601720603156294,0.9498742523372397,16.45790404924634,0.9787934670781895,-8.392002549685552,0.5060799934332821
CM,money,F,ModifiedRachlin,0.33170359186131676,0.438405077701882,28.090159429838472,0.9342287109375,-2.236474036350508,1.166449808333995
JL,music,C,ModifiedRachlin,0.31186522797134597,0.9843333467509046,25.23509155212794,0.924906378600823,-7.39124295791597,0.8785621681647079
RR,music,F,ModifiedRachlin,0.31564054749001835,0.3020985196977298,26.941925082693462,0.9376881087662338,-1.7283393339428448,1.4131015180301512
SE,money,F,ModifiedRachlin,0.27986713987422107,0.16798985433346086,23.12097710329992,0.9498133116883117,-1.0038405436282194,1.4709888463628613
KM,money,C,ModifiedRachlin,0.3347036501589833,0.7668266668706136,27.577914592092693,0.9265213210702341,-4.517262190216508,0.604544010723009
YVH,food,C,ModifiedRachlin,0.7300450640336136,0.5584485349623061,54.3188114826643,0.52974296875,-3.318583557835499,0.2624374332330955
BD,food,C,ModifiedRachlin,0.4301014236883727,0.22100749311368273,38.90115649254207,0.8850003019323671,-0.5787620487700347,0.7531554746744505
AH,money,C,ModifiedRachlin,0.3652563179512673,0.7998166679135956,30.748618949959035,0.9260765817901234,-3.6420834847462906,1.473561250738427
CM,money,C,ModifiedRachlin,0.4014905820879941,0.4917712442660771,32.155007381441564,0.8920428240740741,-2.4351810096201696,0.9490362392194698
RV,music,F,ModifiedRachlin,0.44117685726826383,0.553557402537961,35.21478987843646,0.8850435956790124,-2.7387401628000445,0.9115236683983378
AD,money,C,ModifiedRachlin,0.10520705077649606,0.9940690486188637,10.976482376969887,0.9923409090909092,-5.4958756836789,1.929725208463255
AB,food,F,ModifiedRachlin,0.5018105709009473,0.639576087468901,38.71497303865403,0.8279500811688312,-3.9123917617023265,0.39667169992098467
CF,music,F,ModifiedRachlin,0.2691071491283702,0.38888908935155864,23.496404896120705,0.9597608359133126,-2.1219124649053596,1.5066507403719402
LD,music,F,ModifiedRachlin,0.49305453885044903,0.8200630596889491,40.62689422234774,0.8588350243506493,-5.579975590367629,0.4991954706544989
VS,money,C,ModifiedRachlin,0.5116757498206264,0.5720265595893929,39.87777058063021,0.8472453703703704,-3.2724151213441326,0.3480749125435496
AK,money,C,ModifiedRachlin,0.3142715730802117,0.5332648693305927,26.974633635129848,0.9470779798761609,-2.7813402200906867,0.38047172715770616
AH,music,F,ModifiedRachlin,0.37280332990331677,0.7300094394069496,29.904804442523425,0.9113962191358023,-3.5567008383157033,1.052095404634309
VS,music,F,ModifiedRachlin,0.4418212831946987,0.47346400453818216,35.36178953227833,0.864953125,-2.2171633435136044,0.5191470146987774
JSL,food,F,ModifiedRachlin,0.38004337158773277,0.20633756233999995,30.905019588962926,0.908127029220779,-0.5166978781596155,0.7854293682805203
LS,music,C,ModifiedRachlin,0.4953019702726665,0.9275024316415328,38.61312134134603,0.7740900205761317,-5.429545715033039,0.9231499388182388
JL,money,F,ModifiedRachlin,0.516471647992486,0.733343146023036,39.881612771701626,0.7811141493055554,-4.971739451297275,0.40862034733382624
ND,music,C,ModifiedRachlin,0.27075496345605743,0.6607059829859203,23.44506810502962,0.9496429687499999,-3.0631223997622112,1.5694295675805434
ZZ,music,C,ModifiedRachlin,0.28697399133731905,0.3787330322343792,24.73845983331219,0.9531144841269841,-1.4593782680051848,0.5392856727102509
GA,music,F,ModifiedRachlin,0.23655289153579662,0.5981694725820372,20.8899032894777,0.971659249226006,-3.056995624515276,0.7151474811364577
DD,music,C,ModifiedRachlin,0.3272905798477869,0.8575420071082372,28.93246090577893,0.9412280518394648,-6.116856692363666,0.5037276331674038
JDA,food,F,ModifiedRachlin,0.6774251899889335,0.5023337563609305,50.57529884758132,0.6410051440329219,-2.4456346645449534,0.3872961362194519
AT,food,C,ModifiedRachlin,0.4550825429398246,0.4509394747190897,35.87344162811783,0.869637109375,-2.1938820609710947,0.821654350464051
DD,food,C,ModifiedRachlin,0.35854107750603226,0.48489625335838515,29.12801291492202,0.9175921875000002,-2.409067751246412,0.9972309258187614
JLN,food,C,ModifiedRachlin,0.41363556411419056,0.41484153730381235,32.68871066048311,0.8892503869969041,-2.134761443112037,1.166630942323954
JSL,food,C,ModifiedRachlin,0.478769548540386,0.5439945310050809,36.98671815425808,0.8573175781250001,-2.7540865432420896,0.603348031077678
SE,food,C,ModifiedRachlin,0.6252808511818064,0.7932118033925255,47.325928789993334,0.6869269547325101,-5.165809038573319,0.5112907132991129
RD,money,C,ModifiedRachlin,0.5263523613098435,0.6803720165701426,40.80980365336508,0.8234506688963211,-5.064283034970788,0.2897484021959264
ER,money,C,ModifiedRachlin,0.28737918383573524,0.9967649678492685,22.537572432253114,0.6956818181818183,-8.818003042080193,0.9357865377629906
AT,money,C,ModifiedRachlin,0.45542661569093046,0.9315018967304529,35.41841648723773,0.8506245819397993,-5.42161092873778,0.9502742960437487
AB,music,F,ModifiedRachlin,0.3622468178484547,0.9939987890433319,31.1609402884709,0.8318059027777779,-8.597597511832538,0.8632523879874463
SA,food,C,ModifiedRachlin,0.8966913772664649,0.5299360171850693,65.85081650562887,0.1167011904761905,-2.7550422418857226,0.36716594092727545
KM,money,F,ModifiedRachlin,0.3589599426946834,0.8828064348430757,29.158461869348027,0.9218896103896104,-4.2857367305510214,1.2838033642498854
SA,music,C,ModifiedRachlin,0.776199012758295,0.5739739351946556,58.50506432350585,0.5166701388888889,-3.5569805719209424,0.26391634629096383
PF,money,F,ModifiedRachlin,0.2580694594856231,0.9585492037728032,22.53688386033656,0.9547057291666666,-4.956320051189803,1.4333797922934064
CC,music,C,ModifiedRachlin,0.18432178138754982,0.475615298381361,17.916803364088846,0.9824376929012346,-2.418139442255878,1.3452666537120224
SA,food,F,ModifiedRachlin,0.8649475060224049,0.504366931521186,64.03004470823643,0.17064047987616102,-2.4688040571800096,0.34541842566713454
LD,food,C,ModifiedRachlin,0.2504592607068994,0.9672052745143073,21.6182762871672,0.961799918831169,-5.252373506643766,1.3561913671170005
AD,food,F,ModifiedRachlin,0.43915401976149376,0.08779725412590839,34.20970846337769,0.868065635451505,-0.058818285379865415,1.2750459721890175
SP,food,C,ModifiedRachlin,0.6410146630828428,0.583131063983074,48.361033512902296,0.5714522727272727,-3.939520959148943,0.22134497769312436
DN,food,C,ModifiedRachlin,0.23785380758959285,0.9940758913208501,19.419510894882954,0.8125738636363637,-8.618987266980144,0.8623083552583235
AF,money,F,ModifiedRachlin,0.4262505572712556,0.411866693374247,32.318292441123376,0.8988312757201645,-0.156465422000145,0.16000779203040438
NG,money,C,ModifiedRachlin,0.2061148867616933,0.9840780267184346,17.76066606012845,0.9715826923076921,-6.8063999804839845,1.0051909037281357
DCRD,food,F,ModifiedRachlin,,0.0013211384819382145,2.7085660520771593,,5.553689383472023,1.1911620842359547
SE,music,C,ModifiedRachlin,0.5244147343050128,0.5800789133558891,40.51787225255364,0.6707222906403941,-4.592614585093484,0.14805492580285698
RD,food,C,ModifiedRachlin,0.6606014563704978,0.4602625323040358,49.78466830480412,0.6941822727272726,-1.899081687375353,0.31649149530878207
JD,food,F,ModifiedRachlin,0.21251188240505575,0.020138725581123253,19.017388317227834,0.9717347727272728,2.162313950654722,1.0254669417667632
DCRD,money,F,ModifiedRachlin,0.2068758046231271,0.9588004436938931,18.216568270976996,0.969558810763889,-8.07800158951751,0.5745073676347379
GW,music,F,ModifiedRachlin,0.45540155435361657,0.6428128302632157,35.8272916481726,0.8626814236111111,-4.331964048782323,0.31261249534160357
RR,food,C,ModifiedRachlin,0.45881746424082875,0.33335856599653535,36.18792417579782,0.8704281249999999,-1.4079504705502823,0.7356354551045649
LG,music,C,ModifiedRachlin,0.3586794211961434,0.6015089479356318,28.59847521617271,0.9207631578947368,-2.9421148968847404,1.0340544765919881
ZZ,food,C,ModifiedRachlin,0.38480304404230314,0.30062750754074874,31.19907725836549,0.8926949999999999,-0.5011406712597525,0.4598297511276635
PF,music,C,ModifiedRachlin,0.39855999564653966,0.713599872954638,32.51525799870831,0.9034931006493506,-4.793782046439122,0.3958842842098026
ND,music,F,ModifiedRachlin,0.3742322495176766,0.5061624772301709,31.518125412801794,0.917563854489164,-2.513351982970477,1.0713710252025195
CF,money,F,ModifiedRachlin,0.36346067836604334,0.4506337306277082,29.492844997907834,0.9239046052631578,-2.158043494777219,0.7365938692694397
AK,food,F,ModifiedRachlin,0.8597173991638112,0.46183775649750214,63.667996195920445,0.284148046875,-2.0403344466449913,0.41462363131093005
CV,money,C,ModifiedRachlin,0.12846981744755132,0.9987576946324388,11.194000800855722,0.9483014705882353,-9.291697532529922,1.016509902410514
MK,money,C,ModifiedRachlin,0.32216872802148144,0.9427446382181581,27.522101274510575,0.9187888636363637,-7.424679124358325,0.5802304833785299
ZZ,music,F,ModifiedRachlin,0.4701491795801317,0.4062214849401976,37.12608132173128,0.8480271915584414,-1.1690716369633678,0.3121354367366295
