id,commodity,condition,model,log_loss,AUC,WAIC,roc_auc,logk,s
DD,music,F,Hyperboloid,0.39277051385416084,0.6586953386533736,32.70329415810698,0.9135134765625,-3.472212065234354,1.2163684327853457
DG,money,C,Hyperboloid,0.3931588385048406,0.5069384972084732,35.74843671706695,0.9258210139318885,-2.9512996758757613,1.3735075864688397
SP,money,C,Hyperboloid,0.4800908732137138,0.2614955014277316,37.80668744754526,0.8534196428571429,-1.2875666031822441,1.0258689154776939
SP,music,C,Hyperboloid,0.43364569655968666,0.24627011904409074,33.53466553333384,0.8740293650793654,-1.662786614711993,1.3391071357513915
JB,music,C,Hyperboloid,0.3745537597182944,0.010660968476926852,29.419751418596977,0.9115403645833335,1.153853089068225,1.9807683864686843
GA,music,C,Hyperboloid,0.25462373021057755,0.5975409553396502,22.095754042581405,0.9667025928792568,-3.0005436557439498,1.052112191084496
SD,music,C,Hyperboloid,0.3885832687432923,0.8350551154576411,31.71520817908517,0.9081534090909091,-3.9453930147175744,0.7520799474882265
EM,music,F,Hyperboloid,0.33514160066097254,0.6980203464376625,27.172995820519343,0.9308292968750002,-3.3981107598983495,0.9773824507557328
AK,food,C,Hyperboloid,0.5061643533848035,0.7228211950480934,38.98151137582977,0.8303355263157894,-3.9332269290864907,1.3717282329769196
AD,music,F,Hyperboloid,0.33983350313917265,0.2717584815516336,31.405662162887296,0.9412313112745099,-1.840775373372628,1.3650666333658459
KM,food,F,Hyperboloid,0.5010294003144078,0.15925542565880815,38.52130460142323,0.81216015625,-1.2903936266040377,1.5232470750875446
NG,food,F,Hyperboloid,0.2488115438783982,0.01253279500881267,20.38939024881869,0.9575145454545453,1.2549064065338784,1.7375734296855876
BD,music,C,Hyperboloid,0.35654226820968327,0.1290372721259182,32.88909191812874,0.9210411706349207,-0.15701561626356056,0.9952084009356588
AF,music,C,Hyperboloid,0.4889585521744859,0.2727461556734095,39.13804570173757,0.862570703125,-1.4534470307902976,1.0822334485506926
BJ,music,C,Hyperboloid,0.3698986676206111,0.7299796796354656,29.79900284196574,0.9133460317460319,-3.4840245482971586,0.9108240192278361
MK,food,C,Hyperboloid,0.482415161960339,0.593817739058202,37.30816737243519,0.8265704334365326,-3.015519368707302,1.078061992791197
JD,music,F,Hyperboloid,0.33468322232057185,0.6169788524102349,26.979813587618164,0.9316320312499999,-2.1600334838717195,0.5489266662875436
CV,food,C,Hyperboloid,0.18851504259549118,0.9301353202078491,16.327241847809688,0.9790452674897121,-3.4326813265787024,0.19412299363360971
CM,money,F,Hyperboloid,0.3315776248519561,0.4110464125114086,26.45023304142206,0.9369414062499998,-2.72285896889339,1.5729794824580388
JL,music,C,Hyperboloid,0.31076673702111246,0.976258969440614,25.011884502479155,0.9236388888888889,-5.899113793589711,0.602373980190004
RR,music,F,Hyperboloid,0.36749265899239864,0.3043971807623146,29.572815028289437,0.9217615665584413,-2.288881293068068,1.635477845559982
SE,money,F,Hyperboloid,0.3421759553402144,0.17533665962183695,26.899677047997116,0.9297942370129871,-1.6395821796947545,1.7456099108086944
KM,money,C,Hyperboloid,0.33046155873666905,0.7953412445316387,26.890315771504948,0.9299611204013377,-3.7055040657648095,0.7850645026814491
YVH,food,C,Hyperboloid,0.7353504566384621,0.6798327840310383,55.67839079763101,0.5600140625000001,-3.1308017002977087,0.8537294769147092
BD,food,C,Hyperboloid,0.410701198600111,0.1261108835538329,36.48635463511515,0.9019257246376813,-0.78828360353446,1.3603960621520845
AH,money,C,Hyperboloid,0.42947208924582847,0.733856479934708,33.62909585041334,0.8839251543209877,-4.235260796142479,1.7006839699423704
CM,money,C,Hyperboloid,0.3877252430928054,0.4505331984162467,30.57778764613541,0.9005042438271607,-2.5965050406018872,1.2681833409768615
RV,music,F,Hyperboloid,0.4226630817914765,0.5222054147075736,33.05723474078363,0.897741512345679,-2.9825146629157167,1.3382228348657381
AD,money,C,Hyperboloid,0.33951191764775446,0.9456127416020472,26.79227646018891,0.9282865259740258,-6.11314951545552,1.7371000616727468
AB,food,F,Hyperboloid,0.4861479957412954,0.75703812383263,38.07193422992413,0.8518993506493507,-3.51978997131775,0.8246669357866433
CF,music,F,Hyperboloid,0.35548130706177417,0.3993728199400289,29.236712906416564,0.9153637770897832,-2.9081606077772477,1.8741948235291899
LD,music,F,Hyperboloid,0.4704602849237775,0.9236498517209977,37.86264518207653,0.8829638798701297,-4.948222868812716,0.8075548701215112
VS,money,C,Hyperboloid,0.48759726111748714,0.5884447880869706,38.720107187002405,0.8611253858024692,-2.7550890207574157,0.9061406722460978
AK,money,C,Hyperboloid,0.3184155862317598,0.4969025192947859,26.389194579697563,0.9426354489164087,-1.5091525762132123,0.5572713291279853
AH,music,F,Hyperboloid,0.36795610933366485,0.7092411119965479,29.17365031739528,0.9083618827160492,-3.801928240222466,1.3013881812863008
VS,music,F,Hyperboloid,0.42945114460291867,0.37889792548232337,33.51037227113797,0.8669300781250001,-2.0090094092862563,1.0714557448443516
JSL,food,F,Hyperboloid,0.3609811056834996,0.13081231347342195,29.074349653302598,0.9270848214285713,-0.9226494386378993,1.4251340576223397
LS,music,C,Hyperboloid,0.48483207004721096,0.9207984733878869,37.57986950521377,0.7916805555555556,-5.169143640199885,1.0341020839768307
JL,money,F,Hyperboloid,0.5001720362945998,0.7775003377823035,38.80299811025259,0.8129639756944445,-3.5502543733507914,0.7613541850350358
ND,music,C,Hyperboloid,0.3561458444510681,0.6029614930737194,28.599829294220502,0.9291015625000002,-3.5436638221486056,1.586316339445506
ZZ,music,C,Hyperboloid,0.29999433991928126,0.2556045870351502,25.786277883809582,0.9526841269841271,-0.984584666454077,0.8941413521924273
GA,music,F,Hyperboloid,0.2361353884020788,0.5811380803681826,20.517065734859077,0.971189047987616,-2.5494286055854736,0.8037626825916714
DD,music,C,Hyperboloid,0.32147788550202705,0.8995410890153962,27.626684970620165,0.9440075250836119,-3.6667066436216076,0.34503151399509463
JDA,food,F,Hyperboloid,0.6509192439653279,0.3521589568076302,49.4542826947111,0.7037037037037038,-2.1497640059628247,1.2752506316700174
AT,food,C,Hyperboloid,0.4335173639211909,0.40745341472158086,33.796984011551125,0.8858570312499998,-2.4553845559276732,1.3153152074315648
DD,food,C,Hyperboloid,0.3390449545710378,0.45400787516691654,26.973818465407287,0.9335089843750001,-2.8130237405468845,1.4670949000539468
JLN,food,C,Hyperboloid,0.4148519304972984,0.38632124731319817,32.397909554073024,0.8900913312693499,-2.6409057669089533,1.6031666330544845
JSL,food,C,Hyperboloid,0.4421546750008356,0.45487840237240185,34.4820133375077,0.875469140625,-2.5558278537341397,1.2156342434316205
SE,food,C,Hyperboloid,0.6020913712934061,0.8764612196157131,46.48618832517313,0.7025576131687243,-4.23116022729872,0.7012761509277448
RD,money,C,Hyperboloid,0.5055019980810131,0.8434729280209374,39.92443642057764,0.8390418060200668,-3.7343108797981177,0.5925577685193958
ER,money,C,Hyperboloid,0.28588706233540423,0.9910935982831369,22.19275787417441,0.6980233585858586,-6.010019910634081,0.24929301898886308
AT,money,C,Hyperboloid,0.446770437090469,0.9211705634769026,34.74254202240834,0.8606145484949832,-5.206285505099956,1.0659386557697592
AB,music,F,Hyperboloid,0.35707924929107404,0.9863159361617728,31.271879810132994,0.8359253472222224,-5.766670753771438,0.3031828912967737
SA,food,C,Hyperboloid,0.8918690294632861,0.39929671540359596,66.44680782024074,0.13687896825396828,-2.132698703456761,1.087832488805287
KM,money,F,Hyperboloid,0.3843593574251705,0.8346362985382594,30.76100336986819,0.913539163961039,-4.715900633112124,1.505007927834425
SA,music,C,Hyperboloid,0.7867679783621249,0.48653770344118774,60.00674400937603,0.5842439236111111,-2.4676485613189465,1.0350050726754314
