A	B	DA	DB	R
5	10	0	60	0
5	10	0	14	1
3	10	0	90	0
3	10	0	60	0
9	10	0	90	0
5	10	0	5	1
5	10	0	90	0
5	10	0	4	1
4	10	0	180	0
5	10	0	6	1
6	10	0	60	0
5	10	0	21	0
4	10	0	21	0
4	10	0	6	1
5	10	0	14	1
6	10	0	30	0
4	10	0	14	1
6	10	0	14	1
5	10	0	60	0
4	10	0	30	0
3	10	0	21	0
3	10	0	14	1
6	10	0	21	0
5	10	0	7	1
4	10	0	21	0
5	10	0	21	0
5	10	0	14	1
6	10	0	7	1
4	10	0	14	1
6	10	0	14	1
7	10	0	14	0
4	10	0	30	0
3	10	0	21	0
3	10	0	30	0
3	10	0	14	1
7	10	0	7	0
