A	B	DA	DB	R
9	20	0	60	0
10	20	0	21	0
11	20	0	7	1
7	20	0	30	0
17	20	0	30	0
12	20	0	3	0
19	20	0	21	0
19	20	0	14	0
13	20	0	3	1
19	20	0	30	0
7	20	0	2	1
19	20	0	60	0
10	20	0	5	0
18	20	0	30	0
5	20	0	2	1
8	20	0	3	1
10	20	0	6	0
3	20	0	2	1
11	20	0	5	0
9	20	0	4	0
10	20	0	3	0
6	20	0	2	1
11	20	0	3	0
12	20	0	2	0
10	20	0	2	1
10	20	0	4	0
9	20	0	2	1
12	20	0	3	1
13	20	0	4	1
15	20	0	5	0
7	20	0	2	1
13	20	0	5	0
10	20	0	3	1
12	20	0	5	0
9	20	0	4	0
9	20	0	3	1
