A	B	DA	DB	R
5	10	0	60	0
5	10	0	14	0
5	10	0	6	1
2	10	0	60	0
8	10	0	30	0
6	10	0	30	0
5	10	0	2	1
4	10	0	60	0
4	10	0	90	0
5	10	0	3	1
5	10	0	7	0
5	10	0	30	0
4	10	0	3	1
6	10	0	5	0
5	10	0	5	1
5	10	0	6	0
6	10	0	1	1
6	10	0	4	1
5	10	0	21	0
6	10	0	6	0
4	10	0	7	0
4	10	0	5	1
5	10	0	7	1
6	10	0	7	0
4	10	0	6	1
6	10	0	5	0
5	10	0	5	1
5	10	0	6	0
5	10	0	4	1
6	10	0	4	1
7	10	0	4	0
6	10	0	6	0
4	10	0	7	0
4	10	0	5	1
5	10	0	7	1
7	10	0	3	1
