A	B	DA	DB	R
5	10	0	60	0
5	10	0	14	0
5	10	0	6	0
4	10	0	5	0
9	10	0	7	1
9	10	0	21	0
9	10	0	14	0
9	10	0	30	0
9	10	0	6	0
9	10	0	5	0
9	10	0	4	1
9	10	0	60	0
8	10	0	14	0
8	10	0	21	0
9	10	0	3	1
9	10	0	90	0
9	10	0	7	0
9	10	0	21	0
9	10	0	14	0
9	10	0	30	0
4	10	0	1	0
5	10	0	1	0
7	10	0	1	1
9	10	0	6	1
9	10	0	60	0
9	10	0	5	1
9	10	0	180	0
1	10	0	1	0
9	10	0	7	1
9	10	0	21	0
9	10	0	14	0
9	10	0	30	0
9	10	0	4	1
9	10	0	90	0
2	10	0	1	0
9	10	0	6	1
