A	B	DA	DB	R	ID	PA	PB
14	20	0	1	1	66	1	1
10	20	0	7	1	66	1	1
9	20	0	21	0	66	1	1
10	20	0	4	1	66	1	1
9	20	0	14	0	66	1	1
11	20	0	6	1	66	1	1
10	20	0	14	0	66	1	1
11	20	0	7	1	66	1	1
12	20	0	7	0	66	1	1
10	20	0	6	1	66	1	1
12	20	0	6	1	66	1	1
8	20	0	14	0	66	1	1
11	20	0	5	1	66	1	1
13	20	0	5	1	66	1	1
13	20	0	6	0	66	1	1
10	20	0	7	1	66	1	1
9	20	0	14	0	66	1	1
11	20	0	6	1	66	1	1
7	20	0	14	0	66	1	1
11	20	0	7	1	66	1	1
12	20	0	7	0	66	1	1
14	20	0	5	1	66	1	1
12	20	0	6	1	66	1	1
13	20	0	7	0	66	1	1
8	20	0	14	0	66	1	1
13	20	0	5	1	66	1	1
13	20	0	6	0	66	1	1
10	20	0	7	0	66	1	1
5	10	0	60	1	67	1	1
4	10	0	365	0	67	1	1
6	10	0	60	1	67	1	1
6	10	0	90	1	67	1	1
1	10	0	30	1	67	1	1
1	10	0	60	1	67	1	1
5	10	0	30	1	67	1	1
6	10	0	365	0	67	1	1
6	10	0	21	1	67	1	1
7	10	0	365	0	67	1	1
6	10	0	14	1	67	1	1
5	10	0	180	0	67	1	1
4	10	0	60	1	67	1	1
4	10	0	180	0	67	1	1
5	10	0	365	0	67	1	1
6	10	0	180	0	67	1	1
5	10	0	90	1	67	1	1
6	10	0	90	1	67	1	1
3	10	0	180	0	67	1	1
7	10	0	180	0	67	1	1
6	10	0	365	0	67	1	1
3	10	0	90	1	67	1	1
4	10	0	90	1	67	1	1
6	10	0	60	1	67	1	1
5	10	0	180	0	67	1	1
4	10	0	180	0	67	1	1
5	10	0	60	1	67	1	1
2	10	0	180	0	67	1	1
5	10	0	90	1	67	1	1
6	10	0	90	1	67	1	1
3	10	0	180	0	67	1	1
7	10	0	90	1	67	1	1
6	10	0	180	0	67	1	1
8	10	0	90	1	67	1	1
7	10	0	180	0	67	1	1
4	10	0	90	1	67	1	1
5	10	0	60	0	68	1	1
5	10	0	14	1	68	1	1
3	10	0	90	1	68	1	1
3	10	0	180	0	68	1	1
3	10	0	7	0	68	1	1
4	10	0	21	0	68	1	1
9	10	0	30	0	68	1	1
9	10	0	21	0	68	1	1
9	10	0	14	0	68	1	1
9	10	0	60	0	68	1	1
9	10	0	7	0	68	1	1
9	10	0	6	0	68	1	1
9	10	0	5	0	68	1	1
9	10	0	4	0	68	1	1
9	10	0	3	0	68	1	1
8	10	0	2	0	68	1	1
6	10	0	1	1	68	1	1
5	10	0	1	1	68	1	1
6	10	0	3	1	68	1	1
6	10	0	2	1	68	1	1
5	10	0	5	1	68	1	1
5	10	0	4	1	68	1	1
5	10	0	6	1	68	1	1
4	10	0	7	1	68	1	1
5	10	0	7	1	68	1	1
4	10	0	6	1	68	1	1
5	10	0	14	1	68	1	1
5	10	0	21	1	68	1	1
6	10	0	30	0	68	1	1
4	10	0	14	0	68	1	1
1	10	0	4	1	68	1	1
3	10	0	14	1	68	1	1
4	10	0	21	1	68	1	1
6	10	0	14	1	68	1	1
6	10	0	21	1	68	1	1
5	10	0	30	0	68	1	1
9	20	0	60	1	69	1	1
9	20	0	180	1	69	1	1
10	20	0	365	0	69	1	1
13	20	0	90	0	69	1	1
3	20	0	30	1	69	1	1
1	20	0	30	1	69	1	1
2	20	0	30	1	69	1	1
4	20	0	60	1	69	1	1
9	20	0	365	0	69	1	1
10	20	0	90	1	69	1	1
11	20	0	60	0	69	1	1
1	20	0	21	1	69	1	1
2	20	0	21	1	69	1	1
1	20	0	14	1	69	1	1
14	20	0	365	0	69	1	1
11	20	0	90	0	69	1	1
15	20	0	180	0	69	1	1
6	20	0	60	1	69	1	1
4	20	0	30	1	69	1	1
9	20	0	90	1	69	1	1
8	20	0	90	1	69	1	1
10	20	0	90	1	69	1	1
9	20	0	180	0	69	1	1
7	20	0	60	1	69	1	1
12	20	0	90	0	69	1	1
11	20	0	60	0	69	1	1
7	20	0	90	1	69	1	1
11	20	0	90	0	69	1	1
9	20	0	60	1	69	1	1
13	20	0	90	0	69	1	1
10	20	0	60	1	69	1	1
9	20	0	90	1	69	1	1
12	20	0	60	0	69	1	1
10	20	0	90	1	69	1	1
9	20	0	180	1	69	1	1
10	20	0	180	1	69	1	1
9	20	0	60	0	70	1	1
10	20	0	21	1	70	1	1
8	20	0	60	0	70	1	1
11	20	0	21	0	70	1	1
12	20	0	7	0	70	1	1
19	20	0	21	0	70	1	1
19	20	0	14	0	70	1	1
18	20	0	14	0	70	1	1
12	20	0	3	1	70	1	1
19	20	0	30	0	70	1	1
8	20	0	2	1	70	1	1
4	20	0	2	1	70	1	1
10	20	0	14	1	70	1	1
9	20	0	14	1	70	1	1
4	20	0	5	1	70	1	1
5	20	0	7	1	70	1	1
8	20	0	21	1	70	1	1
9	20	0	21	1	70	1	1
8	20	0	60	1	70	1	1
15	20	0	90	0	70	1	1
14	20	0	90	0	70	1	1
4	20	0	14	1	70	1	1
9	20	0	30	1	70	1	1
10	20	0	30	0	70	1	1
7	20	0	21	0	70	1	1
14	20	0	30	0	70	1	1
7	20	0	14	1	70	1	1
6	20	0	21	1	70	1	1
8	20	0	21	1	70	1	1
11	20	0	21	1	70	1	1
11	20	0	30	0	70	1	1
10	20	0	21	1	70	1	1
8	20	0	30	1	70	1	1
12	20	0	21	1	70	1	1
12	20	0	30	0	70	1	1
10	20	0	30	1	70	1	1
9	20	0	60	1	71	1	1
9	20	0	180	0	71	1	1
11	20	0	60	0	71	1	1
14	20	0	21	1	71	1	1
2	20	0	14	1	71	1	1
3	20	0	21	1	71	1	1
8	20	0	180	1	71	1	1
1	20	0	30	1	71	1	1
1	20	0	21	1	71	1	1
11	20	0	365	0	71	1	1
1	20	0	14	1	71	1	1
13	20	0	365	0	71	1	1
2	20	0	21	1	71	1	1
9	20	0	180	1	71	1	1
14	20	0	365	0	71	1	1
4	20	0	60	1	71	1	1
9	20	0	90	0	71	1	1
2	20	0	30	1	71	1	1
10	20	0	90	1	71	1	1
13	20	0	180	0	71	1	1
8	20	0	90	1	71	1	1
5	20	0	60	1	71	1	1
3	20	0	60	1	71	1	1
8	20	0	180	1	71	1	1
11	20	0	180	0	71	1	1
9	20	0	180	0	71	1	1
7	20	0	90	1	71	1	1
6	20	0	90	1	71	1	1
9	20	0	90	1	71	1	1
10	20	0	180	0	71	1	1
12	20	0	90	0	71	1	1
10	20	0	90	0	71	1	1
8	20	0	90	1	71	1	1
11	20	0	90	0	71	1	1
13	20	0	90	0	71	1	1
11	20	0	60	0	71	1	1
9	20	0	60	0	72	1	1
10	20	0	21	1	72	1	1
8	20	0	60	1	72	1	1
7	20	0	90	1	72	1	1
1	20	0	30	1	72	1	1
7	20	0	180	1	72	1	1
1	20	0	90	1	72	1	1
1	20	0	180	1	72	1	1
8	20	0	365	0	72	1	1
1	20	0	21	1	72	1	1
10	20	0	365	0	72	1	1
2	20	0	21	1	72	1	1
13	20	0	365	0	72	1	1
10	20	0	90	0	72	1	1
15	20	0	365	0	72	1	1
3	20	0	14	1	72	1	1
9	20	0	90	0	72	1	1
4	20	0	14	1	72	1	1
11	20	0	60	0	72	1	1
10	20	0	60	0	72	1	1
9	20	0	30	1	72	1	1
8	20	0	30	1	72	1	1
9	20	0	60	0	72	1	1
10	20	0	30	0	72	1	1
11	20	0	30	0	72	1	1
7	20	0	30	1	72	1	1
9	20	0	21	1	72	1	1
6	20	0	30	0	72	1	1
13	20	0	60	0	72	1	1
10	20	0	21	1	72	1	1
12	20	0	30	0	72	1	1
8	20	0	21	1	72	1	1
9	20	0	30	1	72	1	1
8	20	0	30	1	72	1	1
9	20	0	60	0	72	1	1
10	20	0	30	0	72	1	1
5	10	0	60	0	73	1	1
5	10	0	14	0	73	1	1
5	10	0	6	1	73	1	1
2	10	0	60	0	73	1	1
8	10	0	30	0	73	1	1
6	10	0	30	0	73	1	1
5	10	0	2	1	73	1	1
4	10	0	60	0	73	1	1
4	10	0	90	0	73	1	1
5	10	0	3	1	73	1	1
5	10	0	7	0	73	1	1
5	10	0	30	0	73	1	1
4	10	0	3	1	73	1	1
6	10	0	5	0	73	1	1
5	10	0	5	1	73	1	1
5	10	0	6	0	73	1	1
6	10	0	1	1	73	1	1
6	10	0	4	1	73	1	1
5	10	0	21	0	73	1	1
6	10	0	6	0	73	1	1
4	10	0	7	0	73	1	1
4	10	0	5	0	73	1	1
4	10	0	4	1	73	1	1
3	10	0	5	0	73	1	1
3	10	0	2	1	73	1	1
3	10	0	3	1	73	1	1
4	10	0	3	1	73	1	1
6	10	0	5	0	73	1	1
5	10	0	4	0	73	1	1
5	10	0	3	1	73	1	1
5	10	0	5	0	73	1	1
6	10	0	3	0	73	1	1
3	10	0	4	1	73	1	1
4	10	0	5	0	73	1	1
4	10	0	4	0	73	1	1
5	10	0	2	1	73	1	1
5	10	0	60	0	74	1	1
5	10	0	14	0	74	1	1
5	10	0	6	0	74	1	1
4	10	0	5	0	74	1	1
9	10	0	7	0	74	1	1
5	10	0	1	1	74	1	1
6	10	0	7	0	74	1	1
4	10	0	21	0	74	1	1
6	10	0	6	0	74	1	1
5	10	0	2	1	74	1	1
4	10	0	30	0	74	1	1
4	10	0	2	1	74	1	1
5	10	0	3	0	74	1	1
4	10	0	3	0	74	1	1
4	10	0	1	1	74	1	1
5	10	0	7	0	74	1	1
6	10	0	1	1	74	1	1
6	10	0	2	1	74	1	1
6	10	0	5	0	74	1	1
4	10	0	4	0	74	1	1
3	10	0	3	1	74	1	1
5	10	0	2	0	74	1	1
5	10	0	1	1	74	1	1
7	10	0	1	1	74	1	1
5	10	0	3	1	74	1	1
6	10	0	3	0	74	1	1
4	10	0	3	0	74	1	1
4	10	0	2	1	74	1	1
5	10	0	4	0	74	1	1
6	10	0	2	0	74	1	1
3	10	0	4	0	74	1	1
6	10	0	1	0	74	1	1
3	10	0	3	0	74	1	1
3	10	0	2	1	74	1	1
5	10	0	2	0	74	1	1
5	10	0	1	1	74	1	1
9	20	0	60	0	75	1	1
10	20	0	21	0	75	1	1
11	20	0	7	1	75	1	1
7	20	0	30	1	75	1	1
10	20	0	60	0	75	1	1
13	20	0	60	0	75	1	1
12	20	0	5	1	75	1	1
8	20	0	60	0	75	1	1
13	20	0	4	1	75	1	1
7	20	0	90	0	75	1	1
12	20	0	6	1	75	1	1
9	20	0	21	0	75	1	1
14	20	0	3	1	75	1	1
10	20	0	14	1	75	1	1
10	20	0	30	0	75	1	1
11	20	0	14	0	75	1	1
8	20	0	21	0	75	1	1
11	20	0	7	0	75	1	1
6	20	0	4	1	75	1	1
6	20	0	5	1	75	1	1
10	20	0	7	0	75	1	1
19	20	0	30	0	75	1	1
17	20	0	60	0	75	1	1
3	20	0	4	1	75	1	1
6	20	0	7	1	75	1	1
7	20	0	7	1	75	1	1
8	20	0	14	1	75	1	1
9	20	0	14	0	75	1	1
8	20	0	7	1	75	1	1
10	20	0	14	0	75	1	1
7	20	0	14	0	75	1	1
9	20	0	7	1	75	1	1
10	20	0	7	1	75	1	1
12	20	0	7	1	75	1	1
11	20	0	14	0	75	1	1
13	20	0	7	1	75	1	1
9	20	0	60	0	76	1	1
10	20	0	21	0	76	1	1
11	20	0	7	1	76	1	1
7	20	0	30	0	76	1	1
17	20	0	30	0	76	1	1
12	20	0	3	1	76	1	1
7	20	0	60	0	76	1	1
13	20	0	3	1	76	1	1
6	20	0	90	0	76	1	1
12	20	0	4	0	76	1	1
19	20	0	30	0	76	1	1
19	20	0	60	0	76	1	1
6	20	0	3	1	76	1	1
12	20	0	7	1	76	1	1
4	20	0	3	1	76	1	1
11	20	0	7	0	76	1	1
18	20	0	30	0	76	1	1
2	20	0	3	1	76	1	1
3	20	0	3	1	76	1	1
10	20	0	7	1	76	1	1
9	20	0	14	0	76	1	1
9	20	0	7	1	76	1	1
10	20	0	14	0	76	1	1
10	20	0	6	1	76	1	1
8	20	0	14	0	76	1	1
12	20	0	7	1	76	1	1
11	20	0	14	0	76	1	1
8	20	0	7	1	76	1	1
11	20	0	7	1	76	1	1
13	20	0	7	1	76	1	1
12	20	0	14	0	76	1	1
14	20	0	7	0	76	1	1
9	20	0	14	0	76	1	1
10	20	0	7	1	76	1	1
10	20	0	14	0	76	1	1
7	20	0	14	0	76	1	1
9	20	0	60	0	77	1	1
10	20	0	21	0	77	1	1
11	20	0	7	1	77	1	1
7	20	0	30	0	77	1	1
17	20	0	30	0	77	1	1
12	20	0	3	0	77	1	1
19	20	0	21	0	77	1	1
19	20	0	14	0	77	1	1
13	20	0	3	1	77	1	1
19	20	0	30	0	77	1	1
7	20	0	2	1	77	1	1
19	20	0	60	0	77	1	1
10	20	0	5	0	77	1	1
18	20	0	30	0	77	1	1
5	20	0	2	1	77	1	1
8	20	0	3	1	77	1	1
10	20	0	6	0	77	1	1
3	20	0	2	1	77	1	1
11	20	0	5	0	77	1	1
9	20	0	4	1	77	1	1
11	20	0	6	0	77	1	1
7	20	0	3	1	77	1	1
12	20	0	5	0	77	1	1
10	20	0	4	0	77	1	1
9	20	0	3	1	77	1	1
9	20	0	5	1	77	1	1
12	20	0	4	0	77	1	1
8	20	0	4	0	77	1	1
8	20	0	3	1	77	1	1
11	20	0	4	1	77	1	1
11	20	0	5	0	77	1	1
9	20	0	4	1	77	1	1
11	20	0	6	0	77	1	1
10	20	0	3	1	77	1	1
10	20	0	5	0	77	1	1
10	20	0	4	0	77	1	1
9	20	0	60	0	78	1	1
10	20	0	21	0	78	1	1
11	20	0	7	0	78	1	1
9	20	0	5	0	78	1	1
12	20	0	1	1	78	1	1
17	20	0	14	0	78	1	1
15	20	0	14	0	78	1	1
11	20	0	2	0	78	1	1
10	20	0	1	1	78	1	1
8	20	0	7	0	78	1	1
8	20	0	6	0	78	1	1
10	20	0	2	0	78	1	1
9	20	0	1	1	78	1	1
9	20	0	2	0	78	1	1
8	20	0	1	1	78	1	1
11	20	0	1	1	78	1	1
12	20	0	1	1	78	1	1
9	20	0	3	0	78	1	1
13	20	0	1	1	78	1	1
11	20	0	2	1	78	1	1
11	20	0	3	1	78	1	1
14	20	0	4	0	78	1	1
13	20	0	4	0	78	1	1
7	20	0	1	1	78	1	1
10	20	0	3	0	78	1	1
12	20	0	2	1	78	1	1
12	20	0	3	0	78	1	1
10	20	0	2	1	78	1	1
13	20	0	3	0	78	1	1
9	20	0	3	1	78	1	1
8	20	0	3	1	78	1	1
13	20	0	2	1	78	1	1
11	20	0	3	0	78	1	1
11	20	0	2	1	78	1	1
10	20	0	4	0	78	1	1
9	20	0	4	0	78	1	1
5	10	0	60	1	79	1	1
4	10	0	365	1	79	1	1
6	10	0	365	1	79	1	1
8	10	0	365	1	79	1	1
1	10	0	365	1	79	1	1
2	10	0	365	1	79	1	1
5	10	0	365	1	79	1	1
3	10	0	365	1	79	1	1
7	10	0	365	1	79	1	1
1	10	0	180	1	79	1	1
9	10	0	365	0	79	1	1
2	10	0	180	1	79	1	1
3	10	0	180	1	79	1	1
9	10	0	180	0	79	1	1
6	10	0	365	1	79	1	1
8	10	0	365	0	79	1	1
7	10	0	30	1	79	1	1
7	10	0	21	1	79	1	1
7	10	0	14	1	79	1	1
5	10	0	365	1	79	1	1
7	10	0	365	1	79	1	1
7	10	0	0.0416666666666667	1	79	1	1
9	10	0	365	0	79	1	1
7	10	0	0.0833333333333333	1	79	1	1
8	10	0	180	1	79	1	1
9	10	0	180	0	79	1	1
6	10	0	365	1	79	1	1
8	10	0	365	0	79	1	1
7	10	0	180	1	79	1	1
9	10	0	90	0	79	1	1
8	10	0	0.0416666666666667	1	79	1	1
5	10	0	365	1	79	1	1
7	10	0	365	1	79	1	1
8	10	0	0.0833333333333333	1	79	1	1
9	10	0	365	0	79	1	1
8	10	0	90	0	79	1	1
5	10	0	60	0	80	1	1
5	10	0	14	0	80	1	1
5	10	0	6	0	80	1	1
4	10	0	5	0	80	1	1
9	10	0	7	0	80	1	1
5	10	0	1	1	80	1	1
6	10	0	7	0	80	1	1
4	10	0	21	1	80	1	1
9	10	0	21	0	80	1	1
9	10	0	14	0	80	1	1
9	10	0	30	0	80	1	1
9	10	0	6	0	80	1	1
8	10	0	14	0	80	1	1
4	10	0	1	1	80	1	1
5	10	0	2	1	80	1	1
8	10	0	21	0	80	1	1
4	10	0	2	1	80	1	1
5	10	0	4	0	80	1	1
5	10	0	1	1	80	1	1
6	10	0	3	0	80	1	1
5	10	0	3	0	80	1	1
4	10	0	3	1	80	1	1
5	10	0	5	0	80	1	1
6	10	0	2	0	80	1	1
3	10	0	3	1	80	1	1
4	10	0	4	1	80	1	1
5	10	0	2	0	80	1	1
7	10	0	2	0	80	1	1
4	10	0	2	1	80	1	1
5	10	0	4	0	80	1	1
3	10	0	4	1	80	1	1
6	10	0	3	0	80	1	1
5	10	0	3	0	80	1	1
4	10	0	3	1	80	1	1
3	10	0	5	1	80	1	1
6	10	0	2	0	80	1	1
9	20	0	60	1	81	1	1
9	20	0	180	1	81	1	1
10	20	0	365	1	81	1	1
13	20	0	365	1	81	1	1
1	20	0	365	1	81	1	1
2	20	0	365	1	81	1	1
16	20	0	365	1	81	1	1
3	20	0	365	1	81	1	1
18	20	0	365	1	81	1	1
7	20	0	365	1	81	1	1
17	20	0	365	1	81	1	1
19	20	0	365	0	81	1	1
15	20	0	365	1	81	1	1
14	20	0	365	1	81	1	1
12	20	0	365	1	81	1	1
13	20	0	365	1	81	1	1
11	20	0	365	1	81	1	1
10	20	0	365	1	81	1	1
16	20	0	365	1	81	1	1
19	20	0	180	1	81	1	1
18	20	0	365	1	81	1	1
16	20	0	180	1	81	1	1
17	20	0	365	1	81	1	1
19	20	0	365	1	81	1	1
15	20	0	365	1	81	1	1
18	20	0	180	1	81	1	1
17	20	0	180	1	81	1	1
14	20	0	365	1	81	1	1
13	20	0	365	1	81	1	1
15	20	0	180	1	81	1	1
16	20	0	365	1	81	1	1
19	20	0	180	0	81	1	1
18	20	0	365	1	81	1	1
17	20	0	0.0833333333333333	1	81	1	1
17	20	0	365	1	81	1	1
19	20	0	365	1	81	1	1
9	20	0	60	1	82	1	1
9	20	0	180	1	82	1	1
10	20	0	365	1	82	1	1
13	20	0	365	1	82	1	1
1	20	0	365	1	82	1	1
2	20	0	365	1	82	1	1
16	20	0	365	0	82	1	1
3	20	0	180	1	82	1	1
3	20	0	365	1	82	1	1
17	20	0	365	0	82	1	1
14	20	0	365	1	82	1	1
18	20	0	365	0	82	1	1
12	20	0	365	1	82	1	1
15	20	0	365	1	82	1	1
19	20	0	365	0	82	1	1
13	20	0	365	1	82	1	1
17	20	0	7	1	82	1	1
17	20	0	6	1	82	1	1
16	20	0	365	1	82	1	1
16	20	0	0.0416666666666667	1	82	1	1
16	20	0	0.125	1	82	1	1
17	20	0	365	0	82	1	1
14	20	0	365	1	82	1	1
16	20	0	0.0833333333333333	1	82	1	1
18	20	0	365	0	82	1	1
15	20	0	365	1	82	1	1
18	20	0	180	1	82	1	1
19	20	0	365	0	82	1	1
13	20	0	365	1	82	1	1
19	20	0	180	0	82	1	1
16	20	0	365	1	82	1	1
17	20	0	180	1	82	1	1
16	20	0	180	1	82	1	1
17	20	0	365	0	82	1	1
14	20	0	365	1	82	1	1
19	20	0	90	0	82	1	1
9	20	0	60	0	83	1	1
10	20	0	21	0	83	1	1
11	20	0	7	1	83	1	1
7	20	0	30	0	83	1	1
17	20	0	30	0	83	1	1
12	20	0	3	1	83	1	1
7	20	0	60	1	83	1	1
18	20	0	60	0	83	1	1
19	20	0	60	0	83	1	1
19	20	0	90	0	83	1	1
2	20	0	3	1	83	1	1
17	20	0	60	0	83	1	1
4	20	0	4	1	83	1	1
3	20	0	4	1	83	1	1
10	20	0	14	1	83	1	1
10	20	0	21	1	83	1	1
4	20	0	7	1	83	1	1
10	20	0	30	1	83	1	1
3	20	0	14	1	83	1	1
11	20	0	60	1	83	1	1
13	20	0	60	1	83	1	1
12	20	0	90	1	83	1	1
12	20	0	180	1	83	1	1
10	20	0	180	1	83	1	1
11	20	0	365	0	83	1	1
13	20	0	365	0	83	1	1
9	20	0	180	1	83	1	1
8	20	0	180	1	83	1	1
14	20	0	365	0	83	1	1
7	20	0	180	1	83	1	1
6	20	0	180	1	83	1	1
5	20	0	180	1	83	1	1
10	20	0	365	0	83	1	1
11	20	0	90	1	83	1	1
11	20	0	180	1	83	1	1
12	20	0	365	0	83	1	1
9	20	0	60	1	84	1	1
9	20	0	180	1	84	1	1
10	20	0	365	1	84	1	1
13	20	0	365	1	84	1	1
1	20	0	365	1	84	1	1
2	20	0	365	1	84	1	1
16	20	0	365	1	84	1	1
3	20	0	365	1	84	1	1
18	20	0	365	0	84	1	1
5	20	0	365	1	84	1	1
15	20	0	365	1	84	1	1
17	20	0	365	0	84	1	1
14	20	0	365	1	84	1	1
19	20	0	365	0	84	1	1
12	20	0	365	1	84	1	1
17	20	0	14	1	84	1	1
17	20	0	4	1	84	1	1
17	20	0	0.0833333333333333	1	84	1	1
16	20	0	365	1	84	1	1
13	20	0	365	1	84	1	1
18	20	0	365	0	84	1	1
17	20	0	0.0416666666666667	1	84	1	1
15	20	0	365	1	84	1	1
17	20	0	365	0	84	1	1
19	20	0	180	0	84	1	1
19	20	0	365	0	84	1	1
14	20	0	365	1	84	1	1
17	20	0	180	0	84	1	1
18	20	0	180	0	84	1	1
16	20	0	180	1	84	1	1
16	20	0	365	1	84	1	1
13	20	0	365	1	84	1	1
18	20	0	365	0	84	1	1
15	20	0	180	1	84	1	1
15	20	0	365	1	84	1	1
17	20	0	365	0	84	1	1
5	10	0	60	1	85	1	1
4	10	0	365	1	85	1	1
6	10	0	365	1	85	1	1
8	10	0	365	1	85	1	1
1	10	0	365	1	85	1	1
2	10	0	365	1	85	1	1
5	10	0	365	1	85	1	1
3	10	0	365	1	85	1	1
7	10	0	365	0	85	1	1
1	10	0	180	1	85	1	1
2	10	0	180	1	85	1	1
1	10	0	90	1	85	1	1
9	10	0	365	0	85	1	1
4	10	0	365	1	85	1	1
3	10	0	180	1	85	1	1
8	10	0	365	0	85	1	1
6	10	0	365	1	85	1	1
7	10	0	21	1	85	1	1
7	10	0	14	1	85	1	1
5	10	0	365	1	85	1	1
7	10	0	365	0	85	1	1
7	10	0	0.0416666666666667	1	85	1	1
7	10	0	0.0833333333333333	1	85	1	1
7	10	0	0.125	1	85	1	1
9	10	0	365	0	85	1	1
9	10	0	180	0	85	1	1
8	10	0	180	0	85	1	1
8	10	0	365	0	85	1	1
6	10	0	365	0	85	1	1
7	10	0	180	0	85	1	1
4	10	0	365	1	85	1	1
5	10	0	365	1	85	1	1
7	10	0	365	0	85	1	1
6	10	0	180	1	85	1	1
8	10	0	90	0	85	1	1
9	10	0	90	0	85	1	1
5	10	0	60	0	86	1	1
5	10	0	14	0	86	1	1
5	10	0	6	0	86	1	1
4	10	0	5	0	86	1	1
9	10	0	7	0	86	1	1
5	10	0	1	0	86	1	1
6	10	0	2	0	86	1	1
5	10	0	0.25	0	86	1	1
4	10	0	1	0	86	1	1
5	10	0	0.0833333333333333	0	86	1	1
4	10	0	0.0416666666666667	0	86	1	1
5	10	0	0.125	0	86	1	1
4	10	0	0.208333333333333	0	86	1	1
3	10	0	0.0416666666666667	0	86	1	1
2	10	0	0.0416666666666667	0	86	1	1
5	10	0	0.0416666666666667	0	86	1	1
1	10	0	0.0416666666666667	0	86	1	1
4	10	0	0.0833333333333333	0	86	1	1
4	10	0	0.125	0	86	1	1
2	10	0	0.0833333333333333	0	86	1	1
1	10	0	0.0833333333333333	0	86	1	1
3	10	0	0.0833333333333333	0	86	1	1
4	10	0	0.0416666666666667	0	86	1	1
2	10	0	0.125	0	86	1	1
1	10	0	0.125	0	86	1	1
3	10	0	0.0416666666666667	0	86	1	1
2	10	0	0.0416666666666667	0	86	1	1
5	10	0	0.0416666666666667	0	86	1	1
1	10	0	0.0416666666666667	0	86	1	1
3	10	0	0.125	0	86	1	1
2	10	0	0.208333333333333	0	86	1	1
2	10	0	0.0833333333333333	0	86	1	1
1	10	0	0.0833333333333333	0	86	1	1
3	10	0	0.0833333333333333	0	86	1	1
4	10	0	0.0416666666666667	0	86	1	1
2	10	0	0.125	0	86	1	1
9	20	0	60	1	87	1	1
9	20	0	180	1	87	1	1
10	20	0	365	1	87	1	1
13	20	0	365	1	87	1	1
1	20	0	365	1	87	1	1
2	20	0	365	1	87	1	1
16	20	0	365	0	87	1	1
3	20	0	180	1	87	1	1
3	20	0	365	1	87	1	1
17	20	0	365	0	87	1	1
14	20	0	365	1	87	1	1
18	20	0	365	0	87	1	1
12	20	0	365	1	87	1	1
15	20	0	365	1	87	1	1
19	20	0	365	0	87	1	1
13	20	0	365	1	87	1	1
17	20	0	7	1	87	1	1
17	20	0	6	1	87	1	1
16	20	0	365	0	87	1	1
11	20	0	365	1	87	1	1
15	20	0	180	1	87	1	1
16	20	0	0.0416666666666667	1	87	1	1
14	20	0	365	1	87	1	1
17	20	0	0.0416666666666667	1	87	1	1
17	20	0	365	0	87	1	1
15	20	0	365	1	87	1	1
18	20	0	365	0	87	1	1
13	20	0	365	1	87	1	1
17	20	0	180	0	87	1	1
18	20	0	180	0	87	1	1
16	20	0	365	0	87	1	1
16	20	0	180	1	87	1	1
12	20	0	365	1	87	1	1
15	20	0	180	1	87	1	1
14	20	0	365	1	87	1	1
19	20	0	180	0	87	1	1
9	20	0	60	1	88	1	1
9	20	0	180	1	88	1	1
10	20	0	365	1	88	1	1
13	20	0	365	1	88	1	1
1	20	0	365	1	88	1	1
2	20	0	365	1	88	1	1
16	20	0	365	0	88	1	1
3	20	0	180	1	88	1	1
3	20	0	365	1	88	1	1
17	20	0	365	0	88	1	1
14	20	0	365	1	88	1	1
18	20	0	365	0	88	1	1
12	20	0	365	1	88	1	1
15	20	0	365	0	88	1	1
11	20	0	365	1	88	1	1
13	20	0	365	1	88	1	1
17	20	0	7	0	88	1	1
19	20	0	365	0	88	1	1
16	20	0	365	0	88	1	1
10	20	0	365	1	88	1	1
9	20	0	365	1	88	1	1
13	20	0	7	1	88	1	1
8	20	0	365	1	88	1	1
13	20	0	0.0416666666666667	1	88	1	1
14	20	0	365	1	88	1	1
17	20	0	365	0	88	1	1
15	20	0	365	1	88	1	1
13	20	0	365	1	88	1	1
18	20	0	365	0	88	1	1
19	20	0	365	0	88	1	1
16	20	0	365	0	88	1	1
12	20	0	365	1	88	1	1
11	20	0	365	1	88	1	1
15	20	0	180	1	88	1	1
17	20	0	180	0	88	1	1
16	20	0	180	1	88	1	1
9	20	0	60	1	89	1	1
9	20	0	180	1	89	1	1
10	20	0	365	1	89	1	1
13	20	0	365	1	89	1	1
1	20	0	365	1	89	1	1
2	20	0	365	1	89	1	1
16	20	0	365	0	89	1	1
3	20	0	180	1	89	1	1
3	20	0	365	1	89	1	1
17	20	0	365	0	89	1	1
14	20	0	365	0	89	1	1
11	20	0	365	1	89	1	1
15	20	0	365	0	89	1	1
13	20	0	180	1	89	1	1
12	20	0	365	1	89	1	1
13	20	0	365	1	89	1	1
18	20	0	365	0	89	1	1
17	20	0	7	1	89	1	1
17	20	0	6	1	89	1	1
10	20	0	365	1	89	1	1
14	20	0	180	1	89	1	1
16	20	0	0.0416666666666667	1	89	1	1
14	20	0	365	1	89	1	1
11	20	0	365	1	89	1	1
15	20	0	365	0	89	1	1
16	20	0	365	0	89	1	1
12	20	0	365	1	89	1	1
13	20	0	365	1	89	1	1
16	20	0	180	1	89	1	1
17	20	0	180	0	89	1	1
18	20	0	180	0	89	1	1
15	20	0	180	1	89	1	1
14	20	0	180	1	89	1	1
17	20	0	0.0416666666666667	1	89	1	1
14	20	0	365	1	89	1	1
17	20	0	365	0	89	1	1
