A	B	DA	DB	R	ID	PA	PB
7	10	0	21	1	7	1	1
5	10	0	60	0	8	1	1
5	10	0	14	0	8	1	1
5	10	0	6	0	8	1	1
4	10	0	5	0	8	1	1
9	10	0	7	0	8	1	1
5	10	0	1	1	8	1	1
6	10	0	7	0	8	1	1
4	10	0	21	0	8	1	1
6	10	0	6	0	8	1	1
5	10	0	2	0	8	1	1
4	10	0	1	1	8	1	1
5	10	0	7	0	8	1	1
6	10	0	1	1	8	1	1
4	10	0	3	0	8	1	1
3	10	0	1	1	8	1	1
4	10	0	2	0	8	1	1
5	10	0	5	0	8	1	1
5	10	0	1	1	8	1	1
7	10	0	1	0	8	1	1
3	10	0	3	0	8	1	1
3	10	0	2	0	8	1	1
2	10	0	2	0	8	1	1
2	10	0	1	1	8	1	1
4	10	0	1	0	8	1	1
1	10	0	1	1	8	1	1
6	10	0	1	1	8	1	1
3	10	0	1	1	8	1	1
8	10	0	1	0	8	1	1
6	10	0	2	0	8	1	1
5	10	0	1	1	8	1	1
7	10	0	1	1	8	1	1
4	10	0	2	0	8	1	1
3	10	0	2	0	8	1	1
1	10	0	2	0	8	1	1
2	10	0	1	1	8	1	1
4	10	0	1	1	8	1	1
9	20	0	60	1	9	1	1
9	20	0	180	1	9	1	1
10	20	0	365	0	9	1	1
13	20	0	90	1	9	1	1
1	20	0	60	1	9	1	1
2	20	0	60	1	9	1	1
11	20	0	365	0	9	1	1
12	20	0	60	1	9	1	1
14	20	0	30	1	9	1	1
12	20	0	365	0	9	1	1
11	20	0	180	1	9	1	1
9	20	0	365	0	9	1	1
13	20	0	60	1	9	1	1
8	20	0	365	0	9	1	1
10	20	0	365	0	9	1	1
10	20	0	180	1	9	1	1
7	20	0	365	0	9	1	1
11	20	0	90	1	9	1	1
9	20	0	180	1	9	1	1
12	20	0	180	1	9	1	1
13	20	0	180	1	9	1	1
12	20	0	365	0	9	1	1
11	20	0	365	0	9	1	1
11	20	0	180	1	9	1	1
9	20	0	365	0	9	1	1
6	20	0	365	0	9	1	1
15	20	0	180	0	9	1	1
10	20	0	180	1	9	1	1
8	20	0	180	1	9	1	1
8	20	0	365	0	9	1	1
9	20	0	180	1	9	1	1
7	20	0	365	0	9	1	1
5	20	0	365	1	9	1	1
7	20	0	180	1	9	1	1
12	20	0	180	1	9	1	1
11	20	0	180	1	9	1	1
10	20	0	60	0	10	1	1
10	20	0	21	0	10	1	1
11	20	0	7	0	10	1	1
9	20	0	5	1	10	1	1
18	20	0	30	0	10	1	1
17	20	0	21	0	10	1	1
12	20	0	2	0	10	1	1
19	20	0	14	0	10	1	1
19	20	0	7	0	10	1	1
11	20	0	2	1	10	1	1
19	20	0	21	0	10	1	1
9	20	0	2	1	10	1	1
10	20	0	6	1	10	1	1
19	20	0	30	0	10	1	1
6	20	0	3	1	10	1	1
10	20	0	7	1	10	1	1
10	20	0	14	0	10	1	1
9	20	0	6	1	10	1	1
9	20	0	14	1	10	1	1
14	20	0	21	0	10	1	1
11	20	0	7	1	10	1	1
11	20	0	14	0	10	1	1
9	20	0	7	1	10	1	1
8	20	0	21	1	10	1	1
12	20	0	14	0	10	1	1
8	20	0	14	1	10	1	1
9	20	0	21	1	10	1	1
11	20	0	21	1	10	1	1
13	20	0	21	0	10	1	1
10	20	0	14	1	10	1	1
10	20	0	21	0	10	1	1
9	20	0	14	1	10	1	1
12	20	0	21	0	10	1	1
11	20	0	14	1	10	1	1
13	20	0	14	1	10	1	1
10	20	0	30	0	10	1	1
9	20	0	60	1	11	1	1
9	20	0	180	0	11	1	1
11	20	0	60	1	11	1	1
7	20	0	180	0	11	1	1
2	20	0	21	1	11	1	1
3	20	0	21	1	11	1	1
5	20	0	21	1	11	1	1
7	20	0	365	0	11	1	1
13	20	0	21	1	11	1	1
8	20	0	365	0	11	1	1
14	20	0	14	1	11	1	1
12	20	0	30	0	11	1	1
1	20	0	14	1	11	1	1
2	20	0	14	1	11	1	1
16	20	0	180	0	11	1	1
4	20	0	21	1	11	1	1
9	20	0	90	0	11	1	1
11	20	0	30	1	11	1	1
10	20	0	90	0	11	1	1
9	20	0	60	1	11	1	1
8	20	0	60	1	11	1	1
11	20	0	60	1	11	1	1
11	20	0	90	0	11	1	1
7	20	0	60	1	11	1	1
10	20	0	60	1	11	1	1
8	20	0	90	0	11	1	1
6	20	0	60	1	11	1	1
15	20	0	0.0416666666666667	1	11	1	1
10	20	0	30	1	11	1	1
12	20	0	60	1	11	1	1
10	20	0	90	0	11	1	1
9	20	0	90	0	11	1	1
13	20	0	60	0	11	1	1
9	20	0	60	1	11	1	1
11	20	0	60	1	11	1	1
11	20	0	90	0	11	1	1
10	20	0	60	0	12	1	1
10	20	0	21	0	12	1	1
11	20	0	7	0	12	1	1
9	20	0	5	0	12	1	1
19	20	0	7	0	12	1	1
11	20	0	1	1	12	1	1
15	20	0	14	0	12	1	1
11	20	0	2	0	12	1	1
10	20	0	1	1	12	1	1
8	20	0	6	1	12	1	1
19	20	0	14	0	12	1	1
19	20	0	21	0	12	1	1
18	20	0	14	0	12	1	1
18	20	0	7	0	12	1	1
10	20	0	2	1	12	1	1
10	20	0	3	1	12	1	1
10	20	0	5	1	12	1	1
17	20	0	21	0	12	1	1
11	20	0	5	0	12	1	1
8	20	0	3	1	12	1	1
11	20	0	6	0	12	1	1
10	20	0	4	1	12	1	1
13	20	0	6	0	12	1	1
11	20	0	4	1	12	1	1
12	20	0	5	0	12	1	1
9	20	0	5	1	12	1	1
12	20	0	6	0	12	1	1
10	20	0	6	0	12	1	1
8	20	0	6	1	12	1	1
10	20	0	5	0	12	1	1
9	20	0	4	1	12	1	1
11	20	0	5	0	12	1	1
9	20	0	6	0	12	1	1
10	20	0	4	1	12	1	1
8	20	0	5	1	12	1	1
11	20	0	4	1	12	1	1
12	20	0	4	1	12	1	1
11	20	0	6	0	12	1	1
12	20	0	5	0	12	1	1
9	20	0	5	1	12	1	1
10	20	0	6	0	12	1	1
5	10	0	60	0	13	1	1
5	10	0	14	0	13	1	1
5	10	0	6	0	13	1	1
4	10	0	5	0	13	1	1
9	10	0	7	0	13	1	1
5	10	0	1	1	13	1	1
6	10	0	7	0	13	1	1
4	10	0	21	0	13	1	1
6	10	0	6	0	13	1	1
5	10	0	2	1	13	1	1
4	10	0	30	0	13	1	1
4	10	0	2	0	13	1	1
6	10	0	0.25	1	13	1	1
5	10	0	7	0	13	1	1
4	10	0	1	1	13	1	1
6	10	0	2	1	13	1	1
5	10	0	14	0	13	1	1
5	10	0	3	0	13	1	1
5	10	0	1	0	13	1	1
9	10	0	14	0	13	1	1
3	10	0	1	1	13	1	1
6	10	0	3	0	13	1	1
6	10	0	1	1	13	1	1
5	10	0	2	1	13	1	1
3	10	0	2	1	13	1	1
5	10	0	4	0	13	1	1
4	10	0	3	0	13	1	1
4	10	0	2	1	13	1	1
6	10	0	2	0	13	1	1
5	10	0	3	0	13	1	1
3	10	0	3	1	13	1	1
7	10	0	1	1	13	1	1
4	10	0	4	0	13	1	1
5	10	0	1	1	13	1	1
6	10	0	1	0	13	1	1
5	10	0	2	0	13	1	1
5	10	0	60	0	14	1	1
5	10	0	14	0	14	1	1
5	10	0	6	1	14	1	1
2	10	0	60	0	14	1	1
8	10	0	30	0	14	1	1
6	10	0	30	0	14	1	1
5	10	0	2	1	14	1	1
4	10	0	60	0	14	1	1
4	10	0	90	0	14	1	1
5	10	0	3	1	14	1	1
5	10	0	7	0	14	1	1
5	10	0	30	0	14	1	1
4	10	0	3	1	14	1	1
6	10	0	5	0	14	1	1
5	10	0	5	0	14	1	1
4	10	0	2	1	14	1	1
5	10	0	4	0	14	1	1
5	10	0	1	0	14	1	1
9	10	0	21	0	14	1	1
4	10	0	1	0	14	1	1
9	10	0	14	0	14	1	1
9	10	0	30	0	14	1	1
3	10	0	1	0	14	1	1
9	10	0	7	0	14	1	1
9	10	0	6	0	14	1	1
6	10	0	1	0	14	1	1
7	10	0	1	0	14	1	1
5	10	0	0.25	0	14	1	1
7	10	0	0.25	0	14	1	1
6	10	0	0.208333333333333	0	14	1	1
6	10	0	0.125	0	14	1	1
6	10	0	0.0833333333333333	1	14	1	1
8	10	0	0.208333333333333	0	14	1	1
5	10	0	0.125	0	14	1	1
5	10	0	0.0833333333333333	0	14	1	1
6	10	0	0.0416666666666667	0	14	1	1
9	20	0	60	0	15	1	1
10	20	0	21	0	15	1	1
11	20	0	7	1	15	1	1
7	20	0	30	0	15	1	1
17	20	0	30	0	15	1	1
12	20	0	3	1	15	1	1
7	20	0	60	0	15	1	1
13	20	0	3	1	15	1	1
6	20	0	90	0	15	1	1
12	20	0	4	0	15	1	1
19	20	0	30	0	15	1	1
19	20	0	60	0	15	1	1
6	20	0	3	1	15	1	1
12	20	0	7	0	15	1	1
8	20	0	3	1	15	1	1
10	20	0	5	1	15	1	1
9	20	0	14	1	15	1	1
17	20	0	30	0	15	1	1
4	20	0	4	1	15	1	1
11	20	0	7	0	15	1	1
10	20	0	14	0	15	1	1
10	20	0	7	1	15	1	1
9	20	0	7	1	15	1	1
13	20	0	7	1	15	1	1
12	20	0	14	1	15	1	1
13	20	0	21	0	15	1	1
13	20	0	14	1	15	1	1
14	20	0	21	0	15	1	1
6	20	0	7	1	15	1	1
11	20	0	14	0	15	1	1
9	20	0	14	0	15	1	1
8	20	0	14	0	15	1	1
10	20	0	14	0	15	1	1
7	20	0	7	1	15	1	1
11	20	0	7	1	15	1	1
7	20	0	14	0	15	1	1
9	20	0	60	0	16	1	1
10	20	0	21	0	16	1	1
11	20	0	7	0	16	1	1
9	20	0	5	0	16	1	1
12	20	0	1	0	16	1	1
18	20	0	4	0	16	1	1
13	20	0	0.25	0	16	1	1
10	20	0	0.208333333333333	0	16	1	1
10	20	0	0.0833333333333333	0	16	1	1
16	20	0	0.25	0	16	1	1
9	20	0	0.0416666666666667	0	16	1	1
6	20	0	0.0416666666666667	0	16	1	1
8	20	0	0.0416666666666667	1	16	1	1
19	20	0	1	0	16	1	1
19	20	0	0.25	0	16	1	1
19	20	0	0.208333333333333	0	16	1	1
19	20	0	0.125	0	16	1	1
7	20	0	0.0416666666666667	1	16	1	1
18	20	0	0.208333333333333	0	16	1	1
10	20	0	0.0416666666666667	1	16	1	1
12	20	0	0.0416666666666667	1	16	1	1
16	20	0	0.125	0	16	1	1
11	20	0	0.0416666666666667	0	16	1	1
13	20	0	0.0416666666666667	0	16	1	1
14	20	0	0.0416666666666667	0	16	1	1
15	20	0	0.0416666666666667	0	16	1	1
16	20	0	0.0416666666666667	0	16	1	1
9	20	0	0.0416666666666667	1	16	1	1
17	20	0	0.0416666666666667	0	16	1	1
8	20	0	0.0416666666666667	1	16	1	1
8	20	0	0.0833333333333333	1	16	1	1
10	20	0	0.0416666666666667	0	16	1	1
12	20	0	0.0416666666666667	0	16	1	1
7	20	0	0.0416666666666667	1	16	1	1
11	20	0	0.0416666666666667	1	16	1	1
13	20	0	0.0416666666666667	0	16	1	1
9	20	0	60	0	17	1	1
10	20	0	21	0	17	1	1
11	20	0	7	0	17	1	1
9	20	0	5	0	17	1	1
12	20	0	1	1	17	1	1
17	20	0	14	0	17	1	1
15	20	0	14	1	17	1	1
19	20	0	21	0	17	1	1
19	20	0	30	0	17	1	1
19	20	0	14	0	17	1	1
18	20	0	14	0	17	1	1
19	20	0	7	0	17	1	1
18	20	0	7	0	17	1	1
10	20	0	2	1	17	1	1
10	20	0	5	1	17	1	1
3	20	0	2	1	17	1	1
4	20	0	2	1	17	1	1
10	20	0	6	0	17	1	1
11	20	0	6	0	17	1	1
10	20	0	3	0	17	1	1
6	20	0	1	1	17	1	1
11	20	0	3	0	17	1	1
10	20	0	4	1	17	1	1
4	20	0	1	1	17	1	1
12	20	0	4	0	17	1	1
9	20	0	3	1	17	1	1
12	20	0	5	1	17	1	1
14	20	0	6	1	17	1	1
1	20	0	2	1	17	1	1
13	20	0	7	0	17	1	1
11	20	0	5	0	17	1	1
6	20	0	3	1	17	1	1
12	20	0	6	0	17	1	1
10	20	0	5	0	17	1	1
10	20	0	4	1	17	1	1
11	20	0	4	1	17	1	1
9	20	0	60	0	18	1	1
10	20	0	21	0	18	1	1
11	20	0	7	0	18	1	1
9	20	0	5	1	18	1	1
17	20	0	30	0	18	1	1
16	20	0	21	0	18	1	1
12	20	0	2	0	18	1	1
19	20	0	14	0	18	1	1
19	20	0	7	0	18	1	1
12	20	0	1	1	18	1	1
19	20	0	21	0	18	1	1
11	20	0	2	1	18	1	1
10	20	0	5	1	18	1	1
19	20	0	30	0	18	1	1
6	20	0	3	1	18	1	1
10	20	0	6	0	18	1	1
6	20	0	2	1	18	1	1
10	20	0	7	1	18	1	1
4	20	0	3	1	18	1	1
12	20	0	7	1	18	1	1
11	20	0	14	1	18	1	1
12	20	0	14	0	18	1	1
10	20	0	14	0	18	1	1
6	20	0	5	1	18	1	1
11	20	0	7	0	18	1	1
9	20	0	7	1	18	1	1
13	20	0	7	1	18	1	1
13	20	0	14	0	18	1	1
8	20	0	7	1	18	1	1
9	20	0	14	0	18	1	1
10	20	0	7	1	18	1	1
8	20	0	14	1	18	1	1
11	20	0	14	0	18	1	1
7	20	0	14	1	18	1	1
10	20	0	14	0	18	1	1
12	20	0	7	1	18	1	1
5	10	0	60	0	19	1	1
5	10	0	14	1	19	1	1
3	10	0	90	0	19	1	1
3	10	0	60	0	19	1	1
5	10	0	4	1	19	1	1
5	10	0	90	0	19	1	1
6	10	0	2	1	19	1	1
4	10	0	180	0	19	1	1
5	10	0	5	1	19	1	1
6	10	0	60	0	19	1	1
4	10	0	21	1	19	1	1
5	10	0	6	1	19	1	1
5	10	0	21	1	19	1	1
5	10	0	30	0	19	1	1
7	10	0	30	0	19	1	1
4	10	0	30	0	19	1	1
5	10	0	14	1	19	1	1
6	10	0	14	1	19	1	1
6	10	0	21	1	19	1	1
5	10	0	90	0	19	1	1
5	10	0	60	0	19	1	1
3	10	0	30	0	19	1	1
5	10	0	7	1	19	1	1
6	10	0	60	0	19	1	1
4	10	0	21	0	19	1	1
4	10	0	14	1	19	1	1
5	10	0	21	1	19	1	1
5	10	0	30	0	19	1	1
3	10	0	21	1	19	1	1
4	10	0	30	0	19	1	1
5	10	0	14	1	19	1	1
6	10	0	14	1	19	1	1
6	10	0	21	0	19	1	1
3	10	0	30	1	19	1	1
7	10	0	14	0	19	1	1
2	10	0	30	1	19	1	1
4.5	10	0	60	0	20	1	1
5	10	0	14	1	20	1	1
3.5	10	0	60	0	20	1	1
4.5	10	0	30	1	20	1	1
5.5	10	0	90	0	20	1	1
4.5	10	0	180	0	20	1	1
5.5	10	0	5	1	20	1	1
5.5	10	0	4	1	20	1	1
5	10	0	180	0	20	1	1
5	10	0	6	1	20	1	1
4	10	0	180	0	20	1	1
5	10	0	7	1	20	1	1
5	10	0	30	1	20	1	1
5.5	10	0	6	1	20	1	1
5.5	10	0	30	1	20	1	1
6	10	0	60	0	20	1	1
6	10	0	30	1	20	1	1
5.5	10	0	90	1	20	1	1
8	10	0	180	0	20	1	1
7.5	10	0	180	0	20	1	1
6	10	0	90	1	20	1	1
9.5	10	0	365	0	20	1	1
9	10	0	365	0	20	1	1
9.5	10	0	180	0	20	1	1
0.5	10	0	30	1	20	1	1
1	10	0	30	1	20	1	1
4.5	10	0	60	1	20	1	1
5	10	0	60	1	20	1	1
1	10	0	60	1	20	1	1
4	10	0	90	0	20	1	1
4	10	0	60	1	20	1	1
4.5	10	0	90	1	20	1	1
5	10	0	90	1	20	1	1
5.5	10	0	90	0	20	1	1
6	10	0	90	0	20	1	1
5.5	10	0	60	0	20	1	1
9	20	0	60	1	21	1	1
9	20	0	180	0	21	1	1
11	20	0	60	0	21	1	1
14	20	0	21	1	21	1	1
2	20	0	14	1	21	1	1
3	20	0	21	1	21	1	1
8	20	0	180	0	21	1	1
13	20	0	14	1	21	1	1
6	20	0	365	0	21	1	1
12	20	0	21	1	21	1	1
15	20	0	7	1	21	1	1
15	20	0	6	1	21	1	1
10	20	0	60	0	21	1	1
15	20	0	5	1	21	1	1
10	20	0	90	0	21	1	1
9	20	0	60	1	21	1	1
8	20	0	90	0	21	1	1
7	20	0	90	0	21	1	1
10	20	0	30	1	21	1	1
8	20	0	60	0	21	1	1
11	20	0	60	0	21	1	1
11	20	0	30	1	21	1	1
7	20	0	60	0	21	1	1
8	20	0	30	1	21	1	1
10	20	0	60	0	21	1	1
9	20	0	30	1	21	1	1
6	20	0	60	0	21	1	1
13	20	0	60	0	21	1	1
10	20	0	21	1	21	1	1
11	20	0	21	1	21	1	1
10	20	0	30	1	21	1	1
8	20	0	60	0	21	1	1
5	20	0	60	0	21	1	1
11	20	0	30	1	21	1	1
12	20	0	30	0	21	1	1
7	20	0	60	0	21	1	1
10	20	0	60	1	22	1	1
10	20	0	180	1	22	1	1
11	20	0	365	1	22	1	1
8	20	0	1825	0	22	1	1
1	20	0	90	1	22	1	1
1	20	0	180	1	22	1	1
3	20	0	180	1	22	1	1
9	20	0	365	0	22	1	1
1	20	0	60	1	22	1	1
2	20	0	90	1	22	1	1
2	20	0	60	1	22	1	1
10	20	0	365	1	22	1	1
2	20	0	180	1	22	1	1
9	20	0	1825	0	22	1	1
12	20	0	365	0	22	1	1
12	20	0	1825	0	22	1	1
8	20	0	365	1	22	1	1
11	20	0	365	0	22	1	1
7	20	0	365	1	22	1	1
13	20	0	365	0	22	1	1
9	20	0	365	1	22	1	1
6	20	0	365	1	22	1	1
9	20	0	180	1	22	1	1
10	20	0	365	0	22	1	1
14	20	0	365	0	22	1	1
11	20	0	180	1	22	1	1
10	20	0	180	1	22	1	1
12	20	0	180	1	22	1	1
12	20	0	365	0	22	1	1
11	20	0	365	0	22	1	1
13	20	0	180	0	22	1	1
8	20	0	365	1	22	1	1
9	20	0	365	1	22	1	1
14	20	0	180	1	22	1	1
15	20	0	180	0	22	1	1
10	20	0	365	0	22	1	1
9	20	0	60	0	23	1	1
10	20	0	21	1	23	1	1
8	20	0	60	0	23	1	1
11	20	0	21	0	23	1	1
12	20	0	7	1	23	1	1
9	20	0	6	1	23	1	1
8	20	0	90	0	23	1	1
13	20	0	5	1	23	1	1
6	20	0	180	0	23	1	1
13	20	0	6	1	23	1	1
14	20	0	4	1	23	1	1
10	20	0	14	1	23	1	1
9	20	0	30	0	23	1	1
10	20	0	21	1	23	1	1
9	20	0	60	0	23	1	1
11	20	0	21	0	23	1	1
8	20	0	30	1	23	1	1
12	20	0	14	1	23	1	1
13	20	0	14	0	23	1	1
10	20	0	30	0	23	1	1
9	20	0	21	1	23	1	1
11	20	0	14	1	23	1	1
7	20	0	30	0	23	1	1
12	20	0	21	0	23	1	1
8	20	0	21	1	23	1	1
10	20	0	21	1	23	1	1
10	20	0	14	1	23	1	1
6	20	0	30	0	23	1	1
11	20	0	21	1	23	1	1
9	20	0	30	0	23	1	1
8	20	0	30	0	23	1	1
10	20	0	30	0	23	1	1
9	20	0	21	1	23	1	1
11	20	0	14	1	23	1	1
12	20	0	14	1	23	1	1
13	20	0	14	1	23	1	1
10	20	0	60	0	24	1	1
10	20	0	21	1	24	1	1
7	20	0	90	0	24	1	1
12	20	0	21	1	24	1	1
9	20	0	180	0	24	1	1
13	20	0	7	1	24	1	1
7	20	0	180	0	24	1	1
14	20	0	6	1	24	1	1
5	20	0	365	0	24	1	1
14	20	0	7	1	24	1	1
11	20	0	30	0	24	1	1
14	20	0	5	1	24	1	1
10	20	0	30	0	24	1	1
6	20	0	180	0	24	1	1
11	20	0	14	1	24	1	1
12	20	0	21	1	24	1	1
10	20	0	60	0	24	1	1
7	20	0	60	1	24	1	1
